P4_D4;MB0423A2;SPY222569_04;Magdalena;teleo
P4_D5;MB0423A2;SPY222569_05;Magdalena;teleo
P4_D6;MB0423A2;SPY222569_06;Magdalena;teleo
P4_D7;MB0423A2;SPY222569_07;Magdalena;teleo
P4_D8;MB0423A2;SPY222569_08;Magdalena;teleo
P4_D9;MB0423A2;SPY222569_09;Magdalena;teleo
P4_D10;MB0423A2;SPY222569_10;Magdalena;teleo
P4_D11;MB0423A2;SPY222569_11;Magdalena;teleo
P4_D12;MB0423A2;SPY222569_12;Magdalena;teleo
P4_E1;MB0423A2;SPY222574_01;Magdalena;teleo
P4_E2;MB0423A2;SPY222574_02;Magdalena;teleo
P4_E3;MB0423A2;SPY222574_03;Magdalena;teleo
P4_E4;MB0423A2;SPY222574_04;Magdalena;teleo
P4_E5;MB0423A2;SPY222574_05;Magdalena;teleo
P4_E6;MB0423A2;SPY222574_06;Magdalena;teleo
P4_E7;MB0423A2;SPY222574_07;Magdalena;teleo
P4_E8;MB0423A2;SPY222574_08;Magdalena;teleo
P4_E9;MB0423A2;SPY222574_09;Magdalena;teleo
P4_E10;MB0423A2;SPY222574_10;Magdalena;teleo
P4_E11;MB0423A2;SPY222574_11;Magdalena;teleo
P4_E12;MB0423A2;SPY222574_12;Magdalena;teleo
P4_F1;MB0423A2;SPY222575_01;Magdalena;teleo
P4_F2;MB0423A2;SPY222575_02;Magdalena;teleo
P4_F3;MB0423A2;SPY222575_03;Magdalena;teleo
P4_F4;MB0423A2;SPY222575_04;Magdalena;teleo
P4_F5;MB0423A2;SPY222575_05;Magdalena;teleo
P4_F6;MB0423A2;SPY222575_06;Magdalena;teleo
P4_F7;MB0423A2;SPY222575_07;Magdalena;teleo
P4_F8;MB0423A2;SPY222575_08;Magdalena;teleo
P4_F9;MB0423A2;SPY222575_09;Magdalena;teleo
P4_F10;MB0423A2;SPY222575_10;Magdalena;teleo
P4_F11;MB0423A2;SPY222575_11;Magdalena;teleo
P4_F12;MB0423A2;SPY222575_12;Magdalena;teleo
P4_G1;MB0423A2;SPY222576_01;Magdalena;teleo
P4_G2;MB0423A2;SPY222576_02;Magdalena;teleo
P4_G3;MB0423A2;SPY222576_03;Magdalena;teleo
P4_G4;MB0423A2;SPY222576_04;Magdalena;teleo
P4_G5;MB0423A2;SPY222576_05;Magdalena;teleo
P4_G6;MB0423A2;SPY222576_06;Magdalena;teleo
P4_G7;MB0423A2;SPY222576_07;Magdalena;teleo
P4_G8;MB0423A2;SPY222576_08;Magdalena;teleo
P4_G9;MB0423A2;SPY222576_09;Magdalena;teleo
P4_G10;MB0423A2;SPY222576_10;Magdalena;teleo
P4_G11;MB0423A2;SPY222576_11;Magdalena;teleo
P4_G12;MB0423A2;SPY222576_12;Magdalena;teleo
P4_H1;MB0423A2;SPY222577_01;Magdalena;teleo
P4_H2;MB0423A2;SPY222577_02;Magdalena;teleo
P4_H3;MB0423A2;SPY222577_03;Magdalena;teleo
P4_H4;MB0423A2;SPY222577_04;Magdalena;teleo
P4_H5;MB0423A2;SPY222577_05;Magdalena;teleo
P4_H6;MB0423A2;SPY222577_06;Magdalena;teleo
P4_H7;MB0423A2;SPY222577_07;Magdalena;teleo
P4_H8;MB0423A2;SPY222577_08;Magdalena;teleo
P4_H9;MB0423A2;SPY222577_09;Magdalena;teleo
P4_H10;MB0423A2;SPY222577_10;Magdalena;teleo
P4_H11;MB0423A2;SPY222577_11;Magdalena;teleo
P4_H12;MB0423A2;SPY222577_12;Magdalena;teleo
P2_E1;MB0423A7;OTHER04_01;Other;teleo
P2_E2;MB0423A7;OTHER04_02;Other;teleo
P2_E3;MB0423A7;OTHER04_03;Other;teleo
P2_E4;MB0423A7;OTHER04_04;Other;teleo
P2_E5;MB0423A7;OTHER04_05;Other;teleo
P2_E6;MB0423A7;OTHER04_06;Other;teleo
P2_E7;MB0423A7;OTHER04_07;Other;teleo
P2_E8;MB0423A7;OTHER04_08;Other;teleo
P2_E9;MB0423A7;OTHER04_09;Other;teleo
P2_E10;MB0423A7;OTHER04_10;Other;teleo
P2_E11;MB0423A7;OTHER04_11;Other;teleo
P2_E12;MB0423A7;OTHER04_12;Other;teleo
P2_F1;MB0423A7;OTHER05_01;Other;teleo
P2_F2;MB0423A7;OTHER05_02;Other;teleo
P2_F3;MB0423A7;OTHER05_03;Other;teleo
P2_F4;MB0423A7;OTHER05_04;Other;teleo
P2_F5;MB0423A7;OTHER05_05;Other;teleo
P2_F6;MB0423A7;OTHER05_06;Other;teleo
P2_F7;MB0423A7;OTHER05_07;Other;teleo
P2_F8;MB0423A7;OTHER05_08;Other;teleo
P2_F9;MB0423A7;OTHER05_09;Other;teleo
P2_F10;MB0423A7;OTHER05_10;Other;teleo
P2_F11;MB0423A7;OTHER05_11;Other;teleo
P2_F12;MB0423A7;OTHER05_12;Other;teleo
P2_G1;MB0423A7;OTHER06_01;Other;teleo
P2_G2;MB0423A7;OTHER06_02;Other;teleo
P2_G3;MB0423A7;OTHER06_03;Other;teleo
P2_G4;MB0423A7;OTHER06_04;Other;teleo
P2_G5;MB0423A7;OTHER06_05;Other;teleo
P2_G6;MB0423A7;OTHER06_06;Other;teleo
P2_G7;MB0423A7;OTHER06_07;Other;teleo
P2_G8;MB0423A7;OTHER06_08;Other;teleo
P2_G9;MB0423A7;OTHER06_09;Other;teleo
P2_G10;MB0423A7;OTHER06_10;Other;teleo
P2_G11;MB0423A7;OTHER06_11;Other;teleo
P2_G12;MB0423A7;OTHER06_12;Other;teleo
P2_H1;MB0423A7;OTHER07_01;Other;teleo
P2_H2;MB0423A7;OTHER07_02;Other;teleo
P2_H3;MB0423A7;OTHER07_03;Other;teleo
P2_H4;MB0423A7;OTHER07_04;Other;teleo
P2_H5;MB0423A7;OTHER07_05;Other;teleo
P2_H6;MB0423A7;OTHER07_06;Other;teleo
P2_H7;MB0423A7;OTHER07_07;Other;teleo
P2_H8;MB0423A7;OTHER07_08;Other;teleo
P2_H9;MB0423A7;OTHER07_09;Other;teleo
P2_H10;MB0423A7;OTHER07_10;Other;teleo
P2_H11;MB0423A7;OTHER07_11;Other;teleo
P2_H12;MB0423A7;OTHER07_12;Other;teleo
P3_A1;MB0423A7;OTHER08_01;Other;teleo
P3_A2;MB0423A7;OTHER08_02;Other;teleo
P3_A3;MB0423A7;OTHER08_03;Other;teleo
P3_A4;MB0423A7;OTHER08_04;Other;teleo
P3_A5;MB0423A7;OTHER08_05;Other;teleo
P3_A6;MB0423A7;OTHER08_06;Other;teleo
P3_A7;MB0423A7;OTHER08_07;Other;teleo
P3_A8;MB0423A7;OTHER08_08;Other;teleo
P3_A9;MB0423A7;OTHER08_09;Other;teleo
P3_A10;MB0423A7;OTHER08_10;Other;teleo
P3_A11;MB0423A7;OTHER08_11;Other;teleo
P3_A12;MB0423A7;OTHER08_12;Other;teleo
P3_B1;MB0423A7;OTHER09_01;Other;teleo
P3_B2;MB0423A7;OTHER09_02;Other;teleo
P3_B3;MB0423A7;OTHER09_03;Other;teleo
P3_B4;MB0423A7;OTHER09_04;Other;teleo
P3_B5;MB0423A7;OTHER09_05;Other;teleo
P3_B6;MB0423A7;OTHER09_06;Other;teleo
P3_B7;MB0423A7;OTHER09_07;Other;teleo
P3_B8;MB0423A7;OTHER09_08;Other;teleo
P3_B9;MB0423A7;OTHER09_09;Other;teleo
