"phylum","class","order","family","genus","species","acceptedScientificName","taxonomicStatus","iucnRedListCategory","decimalLatitude","decimalLongitude","issues"
"Chordata","Squamata",NA,"Dactyloidae","Anolis","Anolis auratus","Anolis auratus Daudin, 1802","ACCEPTED","LC",9.232237,-74.873563,""
"Chordata","Amphibia","Anura","Hylidae","Boana","Boana platanera","Boana platanera Escalona, Marca, Castellanos, Fouquet, Crawford, Rojas-Runjaic, Giaretta, Señaris & Castroviejo-Fisher, 2021","ACCEPTED","NE",9.310754,-74.899886,""
"Chordata","Amphibia","Anura","Bufonidae","Rhinella","Rhinella humboldti","Rhinella humboldti (Gallardo, 1965)","ACCEPTED","NE",9.228922,-74.832415,""
"Chordata","Amphibia","Anura","Microhylidae","Elachistocleis","Elachistocleis pearsei","Elachistocleis pearsei (Ruthven, 1914)","ACCEPTED","LC",9.228922,-74.832415,""
"Chordata","Squamata",NA,"Colubridae","Thamnodynastes","Thamnodynastes gambotensis","Thamnodynastes gambotensis Perez-Santos & Moreno, 1989","ACCEPTED","LC",9.228922,-74.832415,""
"Chordata","Squamata",NA,"Dactyloidae","Anolis","Anolis gaigei","Anolis gaigei Ruthven, 1916","ACCEPTED","LC",9.229857,-74.835973,""
"Chordata","Squamata",NA,"Teiidae","Cnemidophorus","Cnemidophorus lemniscatus","Cnemidophorus lemniscatus (Linnaeus, 1758)","ACCEPTED","LC",9.201114,-74.814373,""
"Chordata","Squamata",NA,"Teiidae","Tupinambis","Tupinambis cryptus","Tupinambis cryptus Murphy, Jowers, Lehtinen, Charles, Colli, Peres Jr, Hendry & Pyron, 2016","ACCEPTED","NE",9.201114,-74.814373,""
"Chordata","Amphibia","Anura","Hylidae","Pseudis","Pseudis paradoxa","Pseudis paradoxa (Linnaeus, 1758)","ACCEPTED","LC",9.280669,-74.884633,""
"Chordata","Squamata",NA,"Scincidae","Marisora","Marisora falconensis","Marisora falconensis (Mijares-Urrutia & Arends, 1997)","ACCEPTED","LC",9.280669,-74.884633,""
"Chordata","Mammalia","Chiroptera","Phyllostomidae","Glossophaga","Glossophaga soricina","Glossophaga soricina (Pallas, 1766)","ACCEPTED","LC",9.311178,-74.860996,""
"Chordata","Mammalia","Pilosa","Bradypodidae","Bradypus","Bradypus variegatus","Bradypus variegatus Schinz, 1825","ACCEPTED","LC",9.21357,-74.846962,""
"Chordata","Mammalia","Primates","Aotidae","Aotus","Aotus griseimembra","Aotus griseimembra Elliot, 1912","ACCEPTED","VU",9.312224,-74.857934,""
"Chordata","Mammalia","Primates","Cebidae","Cebus","Cebus versicolor","Cebus versicolor Pucheran, 1845","ACCEPTED","EN",9.233078,-74.873035,""
"Chordata","Mammalia","Rodentia","Cuniculidae","Cuniculus","Cuniculus paca","Cuniculus paca (Linnaeus, 1766)","ACCEPTED","LC",9.21357,-74.846962,""
"Chordata","Mammalia","Rodentia","Dasyproctidae","Dasyprocta","Dasyprocta punctata","Dasyprocta punctata Gray, 1842","ACCEPTED","LC",9.274356,-74.897761,""
"Chordata","Mammalia","Carnivora","Mustelidae","Galictis","Galictis vittata","Galictis vittata (Schreber, 1776)","ACCEPTED","LC",9.21063,-74.851945,""
"Chordata","Mammalia","Chiroptera","Phyllostomidae","Lonchophylla","Lonchophylla robusta","Lonchophylla robusta Miller, 1912","ACCEPTED","LC",9.311178,-74.860996,""
"Chordata","Mammalia","Chiroptera","Noctilionidae","Noctilio","Noctilio leporinus","Noctilio leporinus (Linnaeus, 1758)","ACCEPTED","LC",9.274356,-74.897761,""
"Chordata","Mammalia","Rodentia","Echimyidae","Pattonomys","Pattonomys semivillosus","Pattonomys semivillosus (I.Geoffroy, 1838)","ACCEPTED","LC",9.21357,-74.846962,""
"Chordata","Mammalia","Carnivora","Procyonidae","Potos","Potos flavus","Potos flavus (Schreber, 1774)","ACCEPTED","LC",9.21357,-74.846962,""
"Chordata","Mammalia","Chiroptera","Emballonuridae","Saccopteryx","Saccopteryx bilineata","Saccopteryx bilineata (Temminck, 1838)","ACCEPTED","LC",9.274356,-74.897761,""
"Chordata","Mammalia","Chiroptera","Phyllostomidae","Sturnira","Sturnira parvidens","Sturnira parvidens Goldman, 1917","ACCEPTED","LC",9.311178,-74.860996,""
"Chordata","Mammalia","Lagomorpha","Leporidae","Sylvilagus","Sylvilagus floridanus","Sylvilagus floridanus (J.A.Allen, 1890)","ACCEPTED","LC",9.21063,-74.851945,""
"Chordata","Mammalia","Rodentia","Sciuridae","Sciurus","Sciurus granatensis","Sciurus granatensis Humboldt, 1811","ACCEPTED","LC",9.274356,-74.897761,""
"Chordata","Mammalia","Sirenia","Trichechidae","Trichechus","Trichechus manatus","Trichechus manatus Linnaeus, 1758","ACCEPTED","VU",9.21357,-74.846962,""
"Chordata","Mammalia","Chiroptera","Phyllostomidae","Uroderma","Uroderma bilobatum","Uroderma bilobatum Peters, 1866","ACCEPTED","LC",9.311178,-74.860996,""
"Chordata","Aves","Falconiformes","Falconidae","Milvago","Milvago chimachima","Milvago chimachima (Vieillot, 1816)","ACCEPTED","LC",9.30771,-74.856449,""
"Chordata","Aves","Passeriformes","Furnariidae","Furnarius","Furnarius leucopus","Furnarius leucopus Swainson, 1838","ACCEPTED","LC",9.30771,-74.856449,""
"Chordata","Amphibia","Anura","Leptodactylidae","Leptodactylus","Leptodactylus insularum","Leptodactylus insularum Barbour, 1906","ACCEPTED","LC",9.309685,-74.858438,""
"Chordata","Aves","Cuculiformes","Cuculidae","Piaya","Piaya minuta","Piaya minuta (Vieillot, 1817)","SYNONYM","LC",9.233837,-74.874908,""
"Chordata","Aves","Passeriformes","Tyrannidae","Empidonax",NA,"Empidonax Cabanis, 1855","ACCEPTED","NE",9.197542,-74.793665,""
"Chordata","Aves","Passeriformes","Tyrannidae","Contopus",NA,"Contopus Cabanis, 1855","ACCEPTED","NE",9.197542,-74.793665,""
"Chordata","Aves","Passeriformes","Thraupidae","Saltator","Saltator coerulescens","Saltator coerulescens Vieillot, 1817","ACCEPTED","LC",9.197542,-74.793665,""
"Chordata","Aves","Passeriformes","Turdidae","Catharus","Catharus ustulatus","Catharus ustulatus (Nuttall, 1840)","ACCEPTED","LC",9.310505,-74.90003,""
"Chordata","Aves","Passeriformes","Tyrannidae","Phaeomyias","Phaeomyias murina","Phaeomyias murina (Spix, 1825)","ACCEPTED","LC",9.310505,-74.90003,""
"Chordata","Aves","Charadriiformes","Burhinidae","Burhinus","Burhinus bistriatus","Burhinus bistriatus (Wagler, 1829)","ACCEPTED","LC",9.301155,-74.858293,""
"Chordata","Aves","Passeriformes","Thraupidae","Sicalis","Sicalis luteola","Sicalis luteola (Sparrman, 1789)","ACCEPTED","LC",9.229553,-74.841277,""
"Chordata","Aves","Passeriformes","Thamnophilidae","Formicivora","Formicivora grisea","Formicivora grisea (Boddaert, 1783)","ACCEPTED","LC",9.307898,-74.856078,""
"Chordata","Aves","Passeriformes","Turdidae","Catharus","Catharus minimus","Catharus minimus (Lafresnaye, 1848)","ACCEPTED","LC",9.197697,-74.79323,""
"Chordata","Amphibia","Anura","Hylidae","Scinax","Scinax ruber","Scinax ruber (Laurenti, 1768)","ACCEPTED","LC",9.214772,-74.847556,""
"Chordata","Squamata",NA,"Colubridae","Erythrolamprus","Erythrolamprus melanotus","Erythrolamprus melanotus (Shaw, 1802)","ACCEPTED","LC",9.214772,-74.847556,""
"Chordata","Squamata",NA,"Viperidae","Porthidium","Porthidium lansbergii","Porthidium lansbergii (Schlegel, 1841)","ACCEPTED","LC",9.197925,-74.7936,""
"Chordata","Amphibia","Anura","Bufonidae","Rhinella","Rhinella alata","Rhinella alata (Thominot, 1884)","ACCEPTED","LC",9.817913,-75.0456,"cdc,cdround"
"Chordata","Aves","Falconiformes","Falconidae","Falco","Falco peregrinus","Falco peregrinus Tunstall, 1771","ACCEPTED","LC",8.612989,-73.6354,"cdc"
"Chordata","Aves","Passeriformes","Thamnophilidae","Gymnopithys","Gymnopithys leucaspis","Gymnopithys leucaspis bicolor (Lawrence, 1863)","SYNONYM","LC",9.232141,-74.41732,"cdc"
"Chordata","Aves","Accipitriformes","Accipitridae","Spizaetus","Spizaetus ornatus","Spizaetus ornatus (Daudin, 1800)","ACCEPTED","NT",9.270824,-74.43386,"cdc"
"Chordata","Aves","Passeriformes","Vireonidae","Vireo","Vireo flavifrons","Vireo flavifrons Vieillot, 1808","ACCEPTED","LC",9.270824,-74.43386,"cdc"
"Chordata","Aves","Cuculiformes","Cuculidae","Coccyzus","Coccyzus melacoryphus","Coccyzus melacoryphus Vieillot, 1817","ACCEPTED","LC",9.227692,-74.41446,"cdc"
"Chordata","Aves","Pelecaniformes","Ardeidae","Tigrisoma","Tigrisoma mexicanum","Tigrisoma mexicanum Swainson, 1834","ACCEPTED","LC",9.227692,-74.41446,"cdc"
"Chordata","Aves","Passeriformes","Icteridae","Icterus","Icterus spurius","Icterus spurius (Linnaeus, 1766)","ACCEPTED","LC",8.588215,-73.83586,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Myiozetetes","Myiozetetes granadensis","Myiozetetes granadensis Lawrence, 1862","ACCEPTED","LC",10.00842,-75.041695,"cdc"
"Chordata","Aves","Passeriformes","Troglodytidae","Microcerculus","Microcerculus marginatus","Microcerculus marginatus (P.L.Sclater, 1855)","ACCEPTED","LC",9.010167,-74.08134,"cdc"
"Chordata","Aves","Piciformes","Picidae","Colaptes","Colaptes rubiginosus","Colaptes rubiginosus (Swainson, 1820)","ACCEPTED","LC",8.492303,-73.53442,"cdc"
"Chordata","Aves","Apodiformes","Trochilidae","Phaethornis","Phaethornis striigularis","Phaethornis striigularis Gould, 1854","ACCEPTED","LC",8.492303,-73.53442,"cdc"
"Chordata","Aves","Passeriformes","Rhodinocichlidae","Rhodinocichla","Rhodinocichla rosea","Rhodinocichla rosea (R.Lesson, 1832)","ACCEPTED","LC",8.492303,-73.53442,"cdc"
"Chordata","Aves","Galliformes","Odontophoridae","Odontophorus","Odontophorus atrifrons","Odontophorus atrifrons J.A.Allen, 1900","ACCEPTED","VU",8.492303,-73.53442,"cdc"
"Chordata","Aves","Psittaciformes","Psittacidae","Pyrrhura","Pyrrhura picta","Pyrrhura picta (Statius Muller, 1776)","ACCEPTED","LC",8.492303,-73.53442,"cdc"
"Chordata","Aves","Apodiformes","Trochilidae","Phaethornis","Phaethornis longirostris","Phaethornis longirostris (Delattre, 1843)","ACCEPTED","LC",8.492303,-73.53442,"cdc"
"Chordata","Aves","Passeriformes","Thraupidae","Tachyphonus","Tachyphonus rufus","Tachyphonus rufus (Boddaert, 1783)","ACCEPTED","LC",8.495521,-73.52152,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Contopus","Contopus cinereus","Contopus cinereus bogotensis (Bonaparte, 1850)","SYNONYM","LC",8.495521,-73.52152,"cdc"
"Chordata","Aves","Passeriformes","Thraupidae","Tangara","Tangara gyrola","Tangara gyrola (Linnaeus, 1758)","ACCEPTED","LC",8.495521,-73.52152,"cdc"
"Chordata","Aves","Passeriformes","Thraupidae","Cissopis","Cissopis leverianus","Cissopis leverianus (J.F.Gmelin, 1788)","ACCEPTED","LC",8.495521,-73.52152,"cdc"
"Chordata","Aves","Passeriformes","Troglodytidae","Pheugopedius","Pheugopedius rutilus","Pheugopedius rutilus (Vieillot, 1819)","ACCEPTED","LC",8.495521,-73.52152,"cdc"
"Chordata","Aves","Passeriformes","Polioptilidae","Polioptila","Polioptila plumbea","Polioptila plumbea (Gmelin, 1788)","ACCEPTED","LC",8.840057,-73.68073,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Inezia","Inezia caudata","Inezia caudata (Salvin, 1897)","ACCEPTED","LC",8.840057,-73.68073,"cdc"
"Chordata","Aves","Passeriformes","Thraupidae","Ixothraupis","Ixothraupis guttata","Ixothraupis guttata (Cabanis, 1851)","ACCEPTED","NE",8.456555,-73.57604,"cdc"
"Chordata","Aves","Passeriformes","Cardinalidae","Piranga","Piranga flava","Piranga flava (Vieillot, 1822)","ACCEPTED","LC",8.456555,-73.57604,"cdc"
"Chordata","Aves","Passeriformes","Troglodytidae","Pheugopedius","Pheugopedius fasciatoventris","Pheugopedius fasciatoventris (Lafresnaye, 1845)","ACCEPTED","LC",8.456555,-73.57604,"cdc"
"Chordata","Aves","Passeriformes","Parulidae","Basileuterus","Basileuterus culicivorus","Basileuterus culicivorus (Deppe, 1830)","ACCEPTED","LC",8.456555,-73.57604,"cdc"
"Chordata","Aves","Passeriformes","Passerellidae","Arremon","Arremon schlegeli","Arremon schlegeli Bonaparte, 1850","ACCEPTED","LC",8.456555,-73.57604,"cdc"
"Chordata","Aves","Accipitriformes","Accipitridae","Elanoides","Elanoides forficatus","Elanoides forficatus (Linnaeus, 1758)","ACCEPTED","LC",8.45294,-73.57342,"cdc"
"Chordata","Aves","Apodiformes","Apodidae","Streptoprocne","Streptoprocne rutila","Streptoprocne rutila (Vieillot, 1817)","ACCEPTED","LC",8.45294,-73.57342,"cdc"
"Chordata","Aves","Passeriformes","Parulidae","Geothlypis","Geothlypis philadelphia","Geothlypis philadelphia (A.Wilson, 1810)","ACCEPTED","LC",8.45294,-73.57342,"cdc"
"Chordata","Aves","Passeriformes","Thraupidae","Hemithraupis","Hemithraupis guira","Hemithraupis guira (Linnaeus, 1766)","ACCEPTED","LC",8.45294,-73.57342,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Phyllomyias","Phyllomyias griseiceps","Phyllomyias griseiceps (P.L.Sclater & Salvin, 1871)","ACCEPTED","LC",8.453458,-73.573616,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Cnemotriccus","Cnemotriccus fuscatus","Cnemotriccus fuscatus (Wied-Neuwied, 1831)","ACCEPTED","LC",9.93459,-75.11299,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Terenotriccus","Terenotriccus erythrurus","Terenotriccus erythrurus (Cabanis, 1847)","ACCEPTED","LC",9.624979,-74.63947,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Phaeomyias","Phaeomyias murina","Phaeomyias murina incomta (Cabanis & Heine, 1859)","SYNONYM","NE",9.624979,-74.63947,"cdc"
"Chordata","Mammalia","Pilosa","Megalonychidae","Choloepus","Choloepus hoffmanni","Choloepus hoffmanni Peters, 1858","ACCEPTED","LC",8.466687,-73.58325,"cdc,cdround"
"Chordata","Aves","Apodiformes","Trochilidae","Heliomaster","Heliomaster longirostris","Heliomaster longirostris (Audebert & Vieillot, 1801)","ACCEPTED","LC",8.442834,-73.57397,"cdc"
"Chordata","Aves","Apodiformes","Trochilidae","Polyerata","Polyerata amabilis","Polyerata amabilis (Gould, 1853)","ACCEPTED","LC",8.219027,-73.523254,"cdc,cdround"
"Chordata","Aves","Strigiformes","Strigidae","Strix","Strix virgata","Strix virgata (Cassin, 1849)","ACCEPTED","LC",8.443521,-73.57444,"cdc"
"Chordata","Aves","Passeriformes","Furnariidae","Campylorhamphus","Campylorhamphus trochilirostris","Campylorhamphus trochilirostris (Lichtenstein, 1820)","ACCEPTED","LC",8.404222,-73.56857,"cdc"
"Chordata","Aves","Apodiformes","Trochilidae","Chrysuronia","Chrysuronia coeruleogularis","Chrysuronia coeruleogularis (Gould, 1851)","ACCEPTED","NE",9.942203,-75.10095,"cdc"
"Chordata","Aves","Strigiformes","Strigidae","Athene","Athene cunicularia","Athene cunicularia (Molina, 1782)","ACCEPTED","LC",9.473618,-74.818344,"cdc"
"Chordata","Aves","Passeriformes","Vireonidae","Vireo","Vireo flavoviridis","Vireo flavoviridis (Cassin, 1851)","ACCEPTED","LC",9.377253,-74.421871,""
"Chordata","Aves","Passeriformes","Parulidae","Geothlypis","Geothlypis aequinoctialis","Geothlypis aequinoctialis (J.F.Gmelin, 1789)","ACCEPTED","LC",9.394386,-74.223765,""
"Chordata","Aves","Accipitriformes","Accipitridae","Parabuteo","Parabuteo unicinctus","Parabuteo unicinctus (Temminck, 1824)","ACCEPTED","LC",9.348919,-74.282474,""
"Chordata","Aves","Passeriformes","Cotingidae","Tityra","Tityra semifasciata","Tityra semifasciata (Spix, 1825)","ACCEPTED","LC",9.433616,-74.344081,""
"Chordata","Squamata",NA,"Anomalepididae","Liotyphlops","Liotyphlops albirostris","Liotyphlops albirostris (Peters, 1858)","ACCEPTED","LC",9.347708,-74.282014,""
"Chordata","Squamata",NA,"Colubridae","Leptodeira","Leptodeira annulata","Leptodeira annulata (Linnaeus, 1758)","ACCEPTED","LC",9.342827,-74.28604,""
"Chordata","Squamata",NA,"Scincidae","Marisora",NA,"Marisora Hedges & Conn, 2012","ACCEPTED","NE",9.480472,-74.457809,""
"Chordata","Squamata",NA,"Colubridae","Oxybelis","Oxybelis fulgidus","Oxybelis fulgidus (Daudin, 1803)","ACCEPTED","LC",9.342827,-74.28604,""
"Chordata","Squamata",NA,"Phyllodactylidae","Thecadactylus","Thecadactylus rapicauda","Thecadactylus rapicauda (Houttuyn, 1782)","ACCEPTED","LC",9.342827,-74.28604,""
"Chordata","Amphibia","Anura","Leptodactylidae","Leptodactylus","Leptodactylus colombiensis","Leptodactylus colombiensis Heyer, 1994","ACCEPTED","LC",9.342827,-74.28604,""
"Chordata","Squamata",NA,"Alopoglossidae","Alopoglossus",NA,"Alopoglossus Boulenger, 1885","ACCEPTED","NE",9.348919,-74.282474,""
"Chordata","Squamata",NA,"Colubridae","Ninia","Ninia atrata","Ninia atrata (Hallowell, 1845)","ACCEPTED","LC",9.348919,-74.282474,""
"Chordata","Squamata",NA,"Colubridae","Tantilla","Tantilla melanocephala","Tantilla melanocephala (Linnaeus, 1758)","ACCEPTED","LC",9.394386,-74.223765,""
"Chordata","Testudines",NA,"Emydidae","Trachemys","Trachemys venusta","Trachemys venusta callirostris (Gray, 1855)","ACCEPTED",NA,9.394386,-74.223765,""
"Chordata","Squamata",NA,"Colubridae","Imantodes","Imantodes cenchoa","Imantodes cenchoa (Linnaeus, 1758)","ACCEPTED","LC",9.394386,-74.223765,""
"Chordata","Amphibia","Anura","Microhylidae","Elachistocleis","Elachistocleis panamensis","Elachistocleis panamensis (Dunn, Trapido & Evans, 1948)","ACCEPTED","LC",9.433616,-74.344081,""
"Chordata","Mammalia","Rodentia","Sciuridae","Notosciurus","Notosciurus granatensis","Notosciurus granatensis","ACCEPTED","NE",9.376842,-74.420749,""
"Chordata","Mammalia","Cingulata","Dasypodidae","Dasypus","Dasypus novemcinctus","Dasypus novemcinctus Linnaeus, 1758","ACCEPTED","LC",9.376429,-74.419845,""
"Chordata","Mammalia","Chiroptera","Phyllostomidae","Desmodus","Desmodus rotundus","Desmodus rotundus (E.Geoffroy, 1810)","ACCEPTED","LC",9.377025,-74.417953,""
"Chordata","Mammalia","Chiroptera","Emballonuridae","Saccopteryx","Saccopteryx leptura","Saccopteryx leptura (Schreber, 1774)","ACCEPTED","LC",9.376411,-74.419772,""
"Chordata","Mammalia","Carnivora","Felidae","Leopardus","Leopardus pardalis","Leopardus pardalis (Linnaeus, 1758)","ACCEPTED","LC",9.376854,-74.420011,""
"Chordata","Mammalia","Artiodactyla","Cervidae","Mazama",NA,"Mazama Rafinesque, 1817","ACCEPTED","NE",9.376437,-74.420201,"txmathi"
"Chordata","Mammalia","Rodentia","Cricetidae","Zygodontomys","Zygodontomys brevicauda","Zygodontomys brevicauda (J.A.Allen & Chapman, 1893)","ACCEPTED","LC",9.394386,-74.223765,""
"Chordata","Mammalia","Rodentia","Cricetidae","Oecomys","Oecomys speciosus","Oecomys speciosus (J.A.Allen & Chapman, 1893)","ACCEPTED","LC",9.394386,-74.223765,""
"Chordata","Mammalia","Chiroptera","Phyllostomidae","Micronycteris","Micronycteris minuta","Micronycteris minuta (Gervais, 1856)","ACCEPTED","LC",9.394386,-74.223765,""
"Chordata","Mammalia","Chiroptera","Molossidae","Molossus","Molossus molossus","Molossus molossus (Pallas, 1766)","ACCEPTED","LC",9.394386,-74.223765,""
"Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","Myotis albescens","Myotis albescens (E.Geoffroy, 1806)","ACCEPTED","LC",9.394386,-74.223765,""
"Chordata","Mammalia","Chiroptera","Vespertilionidae","Myotis","Myotis nigricans","Myotis nigricans (Schinz, 1821)","ACCEPTED","LC",9.394386,-74.223765,""
"Chordata","Mammalia","Chiroptera","Phyllostomidae","Phyllostomus","Phyllostomus discolor","Phyllostomus discolor Wagner, 1843","ACCEPTED","LC",9.394386,-74.223765,""
"Chordata","Mammalia","Chiroptera","Molossidae","Eumops","Eumops glaucinus","Eumops glaucinus (Wagner, 1843)","ACCEPTED","LC",9.394386,-74.223765,""
"Chordata","Mammalia","Artiodactyla","Tayassuidae","Pecari","Pecari tajacu","Pecari tajacu (Linnaeus, 1758)","SYNONYM","NE",9.347545,-74.282077,""
"Chordata","Mammalia","Rodentia","Erethizontidae","Coendou","Coendou prehensilis","Coendou prehensilis (Linnaeus, 1758)","ACCEPTED","LC",9.347545,-74.282077,""
"Chordata","Mammalia","Chiroptera","Phyllostomidae","Uroderma","Uroderma convexum","Uroderma convexum Lyon, 1902","ACCEPTED","NE",9.347545,-74.282077,""
"Chordata","Mammalia","Chiroptera","Phyllostomidae","Lophostoma","Lophostoma silvicola","Lophostoma silvicola d'Orbigny, 1836","ACCEPTED","LC",9.347545,-74.282077,"txmatfuz"
"Chordata","Mammalia","Chiroptera","Phyllostomidae","Micronycteris","Micronycteris megalotis","Micronycteris megalotis (Gray, 1842)","ACCEPTED","LC",9.347545,-74.282077,""
"Chordata","Mammalia","Rodentia","Echimyidae","Proechimys","Proechimys canicollis","Proechimys canicollis (J.A.Allen, 1899)","ACCEPTED","LC",9.347545,-74.282077,""
"Chordata","Mammalia","Rodentia","Cricetidae",NA,NA,"Cricetidae","ACCEPTED","NE",9.480472,-74.457809,""
"Chordata","Mammalia","Didelphimorphia","Didelphidae","Marmosa",NA,"Marmosa Gray, 1821","ACCEPTED","NE",9.478538,-74.459578,""
"Chordata","Mammalia","Chiroptera","Noctilionidae","Noctilio","Noctilio albiventris","Noctilio albiventris Desmarest, 1818","ACCEPTED","LC",9.455964,-74.478041,""
"Chordata","Aves","Gruiformes","Heliornithidae","Heliornis","Heliornis fulica","Heliornis fulica (Boddaert, 1783)","ACCEPTED","LC",9.248819,-74.426216,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Colonia","Colonia colonus","Colonia colonus (Vieillot, 1818)","ACCEPTED","LC",9.942203,-75.10095,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Empidonax","Empidonax virescens","Empidonax virescens (Vieillot, 1818)","ACCEPTED","LC",9.942203,-75.10095,"cdc"
"Chordata","Aves","Anseriformes","Anatidae","Spatula","Spatula cyanoptera","Spatula cyanoptera (Vieillot, 1816)","ACCEPTED","LC",8.215126,-73.69983,"cdc"
"Chordata","Aves","Passeriformes","Thraupidae","Loriotus","Loriotus luctuosus","Loriotus luctuosus (d'Orbigny & Lafresnaye, 1837)","ACCEPTED","NE",8.309449,-73.666794,"cdc"
"Chordata","Aves","Passeriformes","Thamnophilidae","Thamnophilus","Thamnophilus multistriatus","Thamnophilus multistriatus Lafresnaye, 1844","ACCEPTED","LC",8.307123,-73.668175,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Sayornis","Sayornis nigricans","Sayornis nigricans (Swainson, 1827)","ACCEPTED","LC",8.56131,-73.74549,"cdc"
"Chordata","Aves","Galliformes","Cracidae","Ortalis","Ortalis columbiana","Ortalis columbiana Hellmayr, 1906","ACCEPTED","LC",8.591448,-73.75607,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Elaenia","Elaenia chiriquensis","Elaenia chiriquensis Lawrence, 1865","ACCEPTED","LC",8.463741,-73.643074,"cdc"
"Chordata","Aves","Charadriiformes","Scolopacidae","Numenius","Numenius phaeopus","Numenius phaeopus (Linnaeus, 1758)","ACCEPTED","LC",9.77568,-74.822815,"cdc"
"Chordata","Mammalia","Pilosa","Myrmecophagidae","Myrmecophaga","Myrmecophaga tridactyla","Myrmecophaga tridactyla Linnaeus, 1758","ACCEPTED","VU",9.627736,-74.776321,"cdc,cdround"
"Chordata","Aves","Piciformes","Bucconidae","Nystalus","Nystalus radiatus","Nystalus radiatus (P.L.Sclater, 1854)","ACCEPTED","LC",9.146164,-74.181404,"cdc"
"Chordata","Aves","Galliformes","Phasianidae","Gallus","Gallus gallus","Gallus gallus (Linnaeus, 1758)","ACCEPTED","LC",8.747032,-73.66484,"cdc"
"Chordata","Aves","Gruiformes","Rallidae","Laterallus","Laterallus albigularis","Laterallus albigularis (Lawrence, 1861)","ACCEPTED","LC",9.681448,-74.64005,"cdc"
"Chordata",NA,"Anguilliformes","Muraenidae","Echidna","Echidna catenata","Echidna catenata (Bloch, 1795)","ACCEPTED","LC",10.989611,-74.962089,"cdc,cdround"
"Chordata","Aves","Passeriformes","Troglodytidae","Troglodytes","Troglodytes musculus","Troglodytes musculus J.F.Naumann, 1823","ACCEPTED","NE",10.767975,-74.803504,"cdc,cdround"
"Chordata","Aves","Passeriformes","Thraupidae","Conirostrum","Conirostrum bicolor","Conirostrum bicolor (Vieillot, 1809)","ACCEPTED","NT",10.802333,-74.545873,"cdc,cdround"
"Chordata","Aves","Gruiformes","Rallidae","Aramides","Aramides axillaris","Aramides axillaris Lawrence, 1863","ACCEPTED","LC",11.033318,-74.84794,"cdc,cdround"
"Chordata","Aves","Charadriiformes","Scolopacidae","Arenaria","Arenaria interpres","Arenaria interpres (Linnaeus, 1758)","ACCEPTED","NT",10.988609,-74.558372,"cdc,cdround"
"Chordata","Mammalia","Chiroptera","Phyllostomidae","Macrophyllum","Macrophyllum macrophyllum","Macrophyllum macrophyllum (Schinz, 1821)","ACCEPTED","LC",11.005812,-74.684023,"cdc,cdround"
"Chordata","Squamata",NA,"Colubridae","Dryophylax",NA,"Dryophylax Wagler, 1830","DOUBTFUL","NE",11.056047,-74.832096,"cdc,cdround,txmathi"
"Chordata","Aves","Anseriformes","Anatidae","Anas","Anas bahamensis","Anas bahamensis Linnaeus, 1758","ACCEPTED","LC",11.032301,-74.904223,""
"Chordata","Squamata",NA,"Colubridae","Mastigodryas","Mastigodryas pleii","Mastigodryas pleii (Duméril, Bibron & Duméril, 1854)","ACCEPTED","LC",11.022536,-74.886003,"cdc,cdround"
"Chordata","Aves","Passeriformes","Thraupidae","Thraupis","Thraupis glaucocolpa","Thraupis glaucocolpa Cabanis, 1851","ACCEPTED","LC",11.022187,-74.886804,"cdc,cdround"
"Chordata","Aves","Charadriiformes","Scolopacidae","Limosa","Limosa fedoa","Limosa fedoa (Linnaeus, 1758)","ACCEPTED","VU",11.01788,-74.650497,"cdc,cdround"
"Chordata","Aves","Charadriiformes","Laridae","Leucophaeus","Leucophaeus atricilla","Leucophaeus atricilla (Linnaeus, 1758)","ACCEPTED","NE",11.044728,-74.84612,"cdc,cdround"
"Chordata","Aves","Charadriiformes","Charadriidae","Pluvialis","Pluvialis squatarola","Pluvialis squatarola (Linnaeus, 1758)","ACCEPTED","VU",11.044728,-74.84612,"cdc,cdround"
"Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris alba","Calidris alba (Pallas, 1764)","ACCEPTED","LC",11.044728,-74.84612,"cdc,cdround"
"Chordata","Aves","Charadriiformes","Laridae","Hydroprogne","Hydroprogne caspia","Hydroprogne caspia (Pallas, 1770)","ACCEPTED","LC",11.044728,-74.84612,"cdc,cdround"
"Chordata","Aves","Gruiformes","Aramidae","Aramus","Aramus guarauna","Aramus guarauna guarauna","ACCEPTED",NA,10.962338,-74.729266,"cdc,cdround"
"Chordata","Aves","Accipitriformes","Pandionidae","Pandion","Pandion haliaetus","Pandion haliaetus carolinensis (Gmelin, 1788)","ACCEPTED",NA,10.995469,-74.702721,""
