"phylum","class","order","family","genus","species","acceptedScientificName","taxonomicStatus","iucnRedListCategory","decimalLatitude","decimalLongitude","issues"
"Chordata","Aves","Passeriformes","Fringillidae","Euphonia","Euphonia laniirostris","Euphonia laniirostris d'Orbigny & Lafresnaye, 1837","ACCEPTED","LC",9.010167,-74.08134,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Myiozetetes","Myiozetetes cayanensis","Myiozetetes cayanensis (Linnaeus, 1766)","ACCEPTED","LC",9.010167,-74.08134,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Pitangus","Pitangus lictor","Pitangus lictor (Lichtenstein, 1823)","SYNONYM","LC",9.010167,-74.08134,"cdc"
"Chordata","Aves","Anseriformes","Anatidae","Dendrocygna","Dendrocygna viduata","Dendrocygna viduata (Linnaeus, 1766)","ACCEPTED","LC",9.010167,-74.08134,"cdc"
"Chordata","Aves","Falconiformes","Falconidae","Falco","Falco rufigularis","Falco rufigularis Daudin, 1800","ACCEPTED","LC",9.010167,-74.08134,"cdc"
"Chordata","Aves","Passeriformes","Hirundinidae","Hirundo","Hirundo rustica","Hirundo rustica Linnaeus, 1758","ACCEPTED","LC",9.010167,-74.08134,"cdc"
"Chordata","Aves","Passeriformes","Icteridae","Chrysomus","Chrysomus icterocephalus","Chrysomus icterocephalus (Linnaeus, 1766)","ACCEPTED","LC",9.010167,-74.08134,"cdc"
"Chordata","Aves","Psittaciformes","Psittacidae","Forpus","Forpus conspicillatus","Forpus conspicillatus (Lafresnaye, 1848)","ACCEPTED","LC",9.010167,-74.08134,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus","Myiarchus tyrannulus","Myiarchus tyrannulus (Statius Muller, 1776)","ACCEPTED","LC",9.010167,-74.08134,"cdc"
"Chordata","Aves","Falconiformes","Falconidae","Herpetotheres","Herpetotheres cachinnans","Herpetotheres cachinnans (Linnaeus, 1758)","ACCEPTED","LC",9.010167,-74.08134,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Todirostrum","Todirostrum cinereum","Todirostrum cinereum (Linnaeus, 1766)","ACCEPTED","LC",9.010167,-74.08134,"cdc"
"Chordata","Aves","Ciconiiformes","Ciconiidae","Jabiru","Jabiru mycteria","Jabiru mycteria (Lichtenstein, 1819)","ACCEPTED","LC",8.984307,-73.8975,"cdc"
"Chordata","Aves","Columbiformes","Columbidae","Columba","Columba livia","Columba livia J.F.Gmelin, 1789","ACCEPTED","LC",9.248819,-74.426216,"cdc"
"Chordata","Aves","Passeriformes","Hirundinidae","Tachycineta","Tachycineta albiventer","Tachycineta albiventer (Boddaert, 1783)","ACCEPTED","LC",9.248819,-74.426216,"cdc"
"Chordata","Aves","Passeriformes","Icteridae","Molothrus","Molothrus bonariensis","Molothrus bonariensis (Gmelin, 1789)","ACCEPTED","LC",9.248819,-74.426216,"cdc"
"Chordata","Aves","Passeriformes","Mimidae","Mimus","Mimus gilvus","Mimus gilvus (Vieillot, 1808)","ACCEPTED","LC",9.002961,-74.056,"cdc"
"Chordata","Aves","Passeriformes","Icteridae","Psarocolius","Psarocolius decumanus","Psarocolius decumanus (Pallas, 1769)","ACCEPTED","LC",9.002961,-74.056,"cdc"
"Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","Tringa melanoleuca","Tringa melanoleuca (J.F.Gmelin, 1789)","ACCEPTED","LC",9.002961,-74.056,"cdc"
"Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Ardea herodias","Ardea herodias Linnaeus, 1758","ACCEPTED","LC",9.010167,-74.08134,"cdc"
"Chordata","Aves","Passeriformes","Cotingidae","Tityra","Tityra inquisitor","Tityra inquisitor (Lichtenstein, 1823)","ACCEPTED","LC",9.002961,-74.056,"cdc"
"Chordata","Aves","Passeriformes","Thraupidae","Thraupis","Thraupis palmarum","Thraupis palmarum (Wied-Neuwied, 1821)","ACCEPTED","LC",9.002961,-74.056,"cdc"
"Chordata","Aves","Piciformes","Picidae","Colaptes","Colaptes punctigula","Colaptes punctigula (Boddaert, 1783)","ACCEPTED","LC",9.002961,-74.056,"cdc"
"Chordata","Aves","Charadriiformes","Scolopacidae","Calidris","Calidris pusilla","Calidris pusilla (Linnaeus, 1766)","ACCEPTED","NT",9.002961,-74.056,"cdc"
"Chordata","Aves","Charadriiformes","Scolopacidae","Tringa","Tringa solitaria","Tringa solitaria A.Wilson, 1813","ACCEPTED","LC",9.002961,-74.056,"cdc"
"Chordata","Aves","Galliformes","Odontophoridae","Colinus","Colinus cristatus","Colinus cristatus (Linnaeus, 1766)","ACCEPTED","LC",9.002961,-74.056,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Tolmomyias","Tolmomyias sulphurescens","Tolmomyias sulphurescens (Spix, 1825)","ACCEPTED","LC",9.010167,-74.08134,"cdc"
"Chordata","Aves","Passeriformes","Cotingidae","Pachyramphus","Pachyramphus cinnamomeus","Pachyramphus cinnamomeus Lawrence, 1861","ACCEPTED","LC",9.010167,-74.08134,"cdc"
"Chordata","Mammalia","Rodentia","Caviidae","Hydrochoerus","Hydrochoerus isthmius","Hydrochoerus isthmius Goldman, 1912","ACCEPTED","DD",9.850143,-74.585754,"cdc,cdround"
"Chordata","Amphibia","Anura","Hylidae","Boana","Boana rosenbergi","Boana rosenbergi (Boulenger, 1898)","ACCEPTED","LC",9.960058,-75.056829,"cdc,cdround"
"Chordata","Amphibia","Anura","Craugastoridae","Craugastor","Craugastor raniformis","Craugastor raniformis (Boulenger, 1896)","ACCEPTED","LC",9.957401,-75.088131,"cdc,cdround"
"Chordata","Aves","Pelecaniformes","Ardeidae","Ardea","Ardea alba","Ardea alba egretta Gmelin, 1789","ACCEPTED",NA,9.242912,-74.42426,""
"Chordata","Aves","Passeriformes","Donacobiidae","Donacobius","Donacobius atricapilla","Donacobius atricapilla (Linnaeus, 1766)","ACCEPTED","LC",9.275928,-74.4618,""
"Chordata","Aves","Columbiformes","Columbidae","Zenaida","Zenaida auriculata","Zenaida auriculata (Des Murs, 1847)","ACCEPTED","LC",9.965391,-75.09643,"cdc"
"Chordata","Aves","Passeriformes","Corvidae","Cyanocorax","Cyanocorax affinis","Cyanocorax affinis Pelzeln, 1856","ACCEPTED","LC",9.965391,-75.09643,"cdc"
"Chordata","Aves","Passeriformes","Cardinalidae","Pheucticus","Pheucticus ludovicianus","Pheucticus ludovicianus (Linnaeus, 1766)","ACCEPTED","LC",9.942203,-75.10095,"cdc"
"Chordata","Aves","Apodiformes","Trochilidae","Anthracothorax","Anthracothorax nigricollis","Anthracothorax nigricollis (Vieillot, 1817)","ACCEPTED","LC",9.942203,-75.10095,"cdc"
"Chordata","Aves","Apodiformes","Trochilidae","Chlorostilbon","Chlorostilbon gibsoni","Chlorostilbon gibsoni (Fraser, 1840)","ACCEPTED","LC",9.942203,-75.10095,"cdc"
"Chordata","Aves","Accipitriformes","Cathartidae","Sarcoramphus","Sarcoramphus papa","Sarcoramphus papa (Linnaeus, 1758)","ACCEPTED","LC",9.942203,-75.10095,"cdc"
"Chordata","Aves","Psittaciformes","Psittacidae","Ara","Ara chloropterus","Ara chloropterus G.R.Gray, 1859","ACCEPTED","LC",9.942203,-75.10095,"cdc"
"Chordata","Aves","Accipitriformes","Accipitridae","Harpagus","Harpagus bidentatus","Harpagus bidentatus (Latham, 1790)","ACCEPTED","LC",9.942203,-75.10095,"cdc"
"Chordata","Aves","Piciformes","Ramphastidae","Ramphastos","Ramphastos sulfuratus","Ramphastos sulfuratus R.Lesson, 1830","ACCEPTED","NT",9.942203,-75.10095,"cdc"
"Chordata","Aves","Passeriformes","Thraupidae","Volatinia","Volatinia jacarina","Volatinia jacarina (Linnaeus, 1766)","ACCEPTED","LC",9.942203,-75.10095,"cdc"
"Chordata","Aves","Passeriformes","Cardinalidae","Piranga","Piranga leucoptera","Piranga leucoptera Trudeau, 1840","ACCEPTED","LC",9.942203,-75.10095,"cdc"
"Chordata","Aves","Psittaciformes","Psittacidae","Amazona","Amazona autumnalis","Amazona autumnalis (Linnaeus, 1758)","ACCEPTED","LC",9.942203,-75.10095,"cdc"
"Chordata","Aves","Psittaciformes","Psittacidae","Ara","Ara severus","Ara severus (Linnaeus, 1758)","ACCEPTED","LC",9.942203,-75.10095,"cdc"
"Chordata","Aves","Passeriformes","Parulidae","Parkesia","Parkesia motacilla","Parkesia motacilla (Vieillot, 1809)","ACCEPTED","LC",9.942203,-75.10095,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Lophotriccus","Lophotriccus pileatus","Lophotriccus pileatus (Tschudi, 1844)","ACCEPTED","LC",9.942203,-75.10095,"cdc"
"Chordata","Aves","Passeriformes","Pipridae","Chiroxiphia","Chiroxiphia lanceolata","Chiroxiphia lanceolata (Wagler, 1830)","ACCEPTED","LC",9.942203,-75.10095,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Mionectes","Mionectes oleagineus","Mionectes oleagineus (Lichtenstein, 1823)","ACCEPTED","LC",9.942203,-75.10095,"cdc"
"Chordata","Aves","Tinamiformes","Tinamidae","Crypturellus","Crypturellus soui","Crypturellus soui (Hermann, 1783)","ACCEPTED","LC",9.942203,-75.10095,"cdc"
"Chordata","Aves","Passeriformes","Icteridae","Sturnella","Sturnella militaris","Sturnella militaris (Linnaeus, 1758)","SYNONYM","LC",9.942203,-75.10095,"cdc"
"Chordata","Aves","Pelecaniformes","Ardeidae","Ixobrychus","Ixobrychus exilis","Ixobrychus exilis (Gmelin, 1789)","ACCEPTED","LC",9.942203,-75.10095,"cdc"
"Chordata","Aves","Passeriformes","Hirundinidae","Notiochelidon","Notiochelidon cyanoleuca","Notiochelidon cyanoleuca (Vieillot, 1817)","SYNONYM","LC",9.24,-74.42,"cdc"
"Chordata","Aves","Passeriformes","Icteridae","Icterus","Icterus mesomelas","Icterus mesomelas (Wagler, 1829)","ACCEPTED","LC",9.24,-74.42,"cdc"
"Chordata","Aves","Coraciiformes","Alcedinidae","Megaceryle","Megaceryle alcyon","Megaceryle alcyon (Linnaeus, 1758)","ACCEPTED","LC",9.24,-74.42,"cdc"
"Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo platypterus","Buteo platypterus (Vieillot, 1823)","ACCEPTED","LC",9.24,-74.42,"cdc"
"Chordata","Aves","Apodiformes","Trochilidae","Chlorestes","Chlorestes julie","Chlorestes julie (Bourcier, 1843)","ACCEPTED","NE",9.24,-74.42,"cdc"
"Chordata","Aves","Charadriiformes","Charadriidae","Charadrius","Charadrius semipalmatus","Charadrius semipalmatus Bonaparte, 1825","ACCEPTED","LC",9.276809,-74.44215,"cdc"
"Chordata","Aves","Passeriformes","Thraupidae","Saltator","Saltator striatipectus","Saltator striatipectus Lafresnaye, 1847","ACCEPTED","LC",9.276809,-74.44215,"cdc"
"Chordata","Aves","Accipitriformes","Accipitridae","Buteo","Buteo albonotatus","Buteo albonotatus Kaup, 1847","ACCEPTED","LC",9.24,-74.42,"cdc"
"Chordata","Aves","Accipitriformes","Accipitridae","Buteogallus","Buteogallus anthracinus","Buteogallus anthracinus (Deppe, 1830)","ACCEPTED","LC",9.276809,-74.44215,"cdc"
"Chordata","Aves","Pelecaniformes","Ardeidae","Nyctanassa","Nyctanassa violacea","Nyctanassa violacea (Linnaeus, 1758)","ACCEPTED","LC",9.32868,-74.43022,"cdc"
"Chordata","Aves","Charadriiformes","Scolopacidae","Actitis","Actitis macularius","Actitis macularius (Linnaeus, 1766)","ACCEPTED","LC",9.32868,-74.43022,"cdc"
"Chordata","Aves","Coraciiformes","Alcedinidae","Chloroceryle","Chloroceryle americana","Chloroceryle americana (J.F.Gmelin, 1788)","ACCEPTED","LC",9.32868,-74.43022,"cdc"
"Chordata","Aves","Anseriformes","Anatidae","Spatula","Spatula discors","Spatula discors (Linnaeus, 1766)","ACCEPTED","LC",9.32868,-74.43022,"cdc"
"Chordata","Aves","Passeriformes","Icteridae","Quiscalus","Quiscalus mexicanus","Quiscalus mexicanus (Gmelin, 1788)","ACCEPTED","LC",9.32868,-74.43022,"cdc"
"Chordata","Aves","Apodiformes","Trochilidae","Amazilia","Amazilia tzacatl","Amazilia tzacatl (de la Llave, 1833)","ACCEPTED","LC",9.238927,-74.42437,"cdc"
"Chordata","Aves","Columbiformes","Columbidae","Columbina","Columbina passerina","Columbina passerina (Linnaeus, 1758)","ACCEPTED","LC",8.366263,-73.60503,"cdc"
"Chordata","Aves","Accipitriformes","Accipitridae","Elanus","Elanus leucurus","Elanus leucurus (Vieillot, 1818)","ACCEPTED","LC",8.533399,-73.63895,"cdc"
"Chordata","Aves","Columbiformes","Columbidae","Patagioenas","Patagioenas fasciata","Patagioenas fasciata (Say, 1822)","ACCEPTED","LC",8.263865,-73.51445,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Mecocerculus","Mecocerculus leucophrys","Mecocerculus leucophrys (Orbigny & Lafresnaye, 1837)","ACCEPTED","LC",8.263865,-73.51445,"cdc"
"Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus fuscater","Turdus fuscater Orbigny & Lafresnaye, 1837","ACCEPTED","LC",8.263865,-73.51445,"cdc"
"Chordata","Aves","Apodiformes","Trochilidae","Heliangelus","Heliangelus clarisse","Heliangelus clarisse (Longuemare, 1841)","ACCEPTED","LC",8.263865,-73.51445,"cdc"
"Chordata","Aves","Psittaciformes","Psittacidae","Pionus","Pionus menstruus","Pionus menstruus (Linnaeus, 1766)","ACCEPTED","LC",8.263865,-73.51445,"cdc"
"Chordata","Aves","Apodiformes","Trochilidae","Metallura","Metallura tyrianthina","Metallura tyrianthina (Loddiges, 1832)","ACCEPTED","LC",8.263865,-73.51445,"cdc"
"Chordata","Aves","Passeriformes","Passerellidae","Chlorospingus","Chlorospingus flavopectus","Chlorospingus flavopectus (Lafresnaye, 1840)","ACCEPTED","LC",8.263865,-73.51445,"cdc"
"Chordata","Aves","Passeriformes","Passerellidae","Atlapetes","Atlapetes schistaceus","Atlapetes schistaceus (Boissonneau, 1840)","ACCEPTED","LC",8.263865,-73.51445,"cdc"
"Chordata","Aves","Piciformes","Ramphastidae","Aulacorhynchus","Aulacorhynchus albivitta","Aulacorhynchus albivitta (Boissonneau, 1840)","ACCEPTED","LC",8.263865,-73.51445,"cdc"
"Chordata","Aves","Passeriformes","Thraupidae","Diglossa","Diglossa humeralis","Diglossa humeralis (Fraser, 1840)","ACCEPTED","LC",8.263865,-73.51445,"cdc"
"Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus leucomelas","Turdus leucomelas Vieillot, 1818","ACCEPTED","LC",8.263865,-73.51445,"cdc"
"Chordata","Aves","Apodiformes","Trochilidae","Chlorostilbon","Chlorostilbon stenurus","Chlorostilbon stenurus (Cabanis & Heine, 1860)","ACCEPTED","LC",8.366263,-73.60503,"cdc"
"Chordata","Aves","Passeriformes","Thraupidae","Sporathraupis","Sporathraupis cyanocephala","Sporathraupis cyanocephala (d'Orbigny & Lafresnaye, 1837)","ACCEPTED","LC",8.366263,-73.60503,"cdc"
"Chordata","Aves","Passeriformes","Grallariidae","Grallaria","Grallaria ruficapilla","Grallaria ruficapilla Lafresnaye, 1842","ACCEPTED","LC",8.366263,-73.60503,"cdc"
"Chordata","Aves","Passeriformes","Thraupidae","Stilpnia","Stilpnia cyanoptera","Stilpnia cyanoptera (Swainson, 1834)","ACCEPTED","NE",8.366263,-73.60503,"cdc"
"Chordata","Aves","Passeriformes","Parulidae","Setophaga","Setophaga fusca","Setophaga fusca (Statius Müller, 1776)","ACCEPTED","LC",8.366263,-73.60503,"cdc"
"Chordata","Aves","Passeriformes","Troglodytidae","Pheugopedius","Pheugopedius mystacalis","Pheugopedius mystacalis (P.L.Sclater, 1860)","ACCEPTED","LC",8.366263,-73.60503,"cdc"
"Chordata","Aves","Passeriformes","Icteridae","Icterus","Icterus auricapillus","Icterus auricapillus Cassin, 1848","ACCEPTED","LC",8.366263,-73.60503,"cdc"
"Chordata","Aves","Passeriformes","Thraupidae","Saltator","Saltator maximus","Saltator maximus (P.L.S.Müller, 1776)","ACCEPTED","LC",8.366263,-73.60503,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Myiodynastes","Myiodynastes hemichrysus","Myiodynastes hemichrysus (Cabanis, 1861)","ACCEPTED","LC",8.366263,-73.60503,"cdc"
"Chordata","Aves","Piciformes","Bucconidae","Malacoptila","Malacoptila mystacalis","Malacoptila mystacalis (Lafresnaye, 1850)","ACCEPTED","LC",8.366263,-73.60503,"cdc"
"Chordata","Aves","Passeriformes","Parulidae","Basileuterus","Basileuterus rufifrons","Basileuterus rufifrons delattrii Bonaparte, 1854","SYNONYM","NE",8.366263,-73.60503,"cdc"
"Chordata","Aves","Passeriformes","Corvidae","Cyanocorax","Cyanocorax yncas","Cyanocorax yncas (Boddaert, 1783)","ACCEPTED","LC",8.366263,-73.60503,"cdc"
"Chordata","Aves","Passeriformes","Turdidae","Catharus","Catharus aurantiirostris","Catharus aurantiirostris (Hartlaub, 1850)","ACCEPTED","LC",8.366263,-73.60503,"cdc"
"Chordata","Aves","Passeriformes","Furnariidae","Synallaxis","Synallaxis unirufa","Synallaxis unirufa Lafresnaye, 1843","ACCEPTED","LC",8.366263,-73.60503,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Zimmerius","Zimmerius chrysops","Zimmerius chrysops (P.L.Sclater, 1859)","ACCEPTED","LC",8.366263,-73.60503,"cdc"
"Chordata","Aves","Passeriformes","Parulidae","Leiothlypis","Leiothlypis peregrina","Leiothlypis peregrina (A.Wilson, 1811)","ACCEPTED","LC",8.366263,-73.60503,"cdc"
"Chordata","Aves","Passeriformes","Parulidae","Myiothlypis","Myiothlypis nigrocristata","Myiothlypis nigrocristata (Lafresnaye, 1840)","ACCEPTED","LC",8.366263,-73.60503,"cdc"
"Chordata","Aves","Passeriformes","Turdidae","Turdus","Turdus flavipes","Turdus flavipes Vieillot, 1818","ACCEPTED","LC",8.366263,-73.60503,"cdc"
"Chordata","Aves","Passeriformes","Parulidae","Myioborus","Myioborus miniatus","Myioborus miniatus (Swainson, 1827)","ACCEPTED","LC",8.366263,-73.60503,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Elaenia","Elaenia frantzii","Elaenia frantzii Lawrence, 1865","ACCEPTED","LC",8.366263,-73.60503,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Arundinicola","Arundinicola leucocephala","Arundinicola leucocephala (Linnaeus, 1764)","ACCEPTED","LC",7.990373,-73.6063,"cdc"
"Chordata","Aves","Passeriformes","Hirundinidae","Stelgidopteryx","Stelgidopteryx ruficollis","Stelgidopteryx ruficollis (Vieillot, 1817)","ACCEPTED","LC",9.236571,-74.420263,"cdc,cdround"
"Chordata","Aves","Cuculiformes","Cuculidae","Tapera","Tapera naevia","Tapera naevia (Linnaeus, 1766)","ACCEPTED","LC",8.710014,-73.74347,"cdc"
"Chordata","Aves","Passeriformes","Parulidae","Mniotilta","Mniotilta varia","Mniotilta varia (Linnaeus, 1766)","ACCEPTED","LC",8.698125,-73.6865,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Tyrannus","Tyrannus tyrannus","Tyrannus tyrannus (Linnaeus, 1758)","ACCEPTED","LC",8.710014,-73.74347,"cdc"
"Chordata","Aves","Caprimulgiformes","Caprimulgidae","Chordeiles","Chordeiles acutipennis","Chordeiles acutipennis (Hermann, 1783)","ACCEPTED","LC",8.698125,-73.6865,"cdc"
"Chordata","Aves","Charadriiformes","Laridae","Rynchops","Rynchops niger","Rynchops niger Linnaeus, 1758","ACCEPTED","LC",9.248819,-74.426216,"cdc"
"Chordata","Aves","Passeriformes","Cotingidae","Pachyramphus","Pachyramphus homochrous","Pachyramphus homochrous P.L.Sclater, 1859","ACCEPTED","LC",9.004741,-74.110006,"cdc,cdround"
"Chordata","Amphibia","Anura","Centrolenidae","Hyalinobatrachium","Hyalinobatrachium tatayoi","Hyalinobatrachium tatayoi Castroviejo-Fisher, Ayarzagüena & Vilà, 2007","ACCEPTED","LC",9.926244,-75.022073,"cdc,cdround"
"Chordata","Aves","Galliformes","Cracidae","Penelope","Penelope purpurascens","Penelope purpurascens Wagler, 1830","ACCEPTED","NT",9.935021,-75.039406,"cdc,cdround"
"Chordata","Aves","Strigiformes","Strigidae","Pulsatrix","Pulsatrix perspicillata","Pulsatrix perspicillata (Latham, 1790)","ACCEPTED","LC",9.843958,-75.062778,"cdc,cdround"
"Chordata","Amphibia","Anura","Leptodactylidae","Leptodactylus","Leptodactylus poecilochilus","Leptodactylus poecilochilus (Cope, 1862)","ACCEPTED","LC",9.955247,-75.057055,"cdc,cdround"
"Chordata","Squamata",NA,"Sphaerodactylidae","Lepidoblepharis","Lepidoblepharis sanctaemartae","Lepidoblepharis sanctaemartae (Ruthven, 1916)","ACCEPTED","LC",9.863728,-75.101208,"cdc,cdround"
"Chordata","Amphibia","Anura","Hylidae","Trachycephalus","Trachycephalus typhonius","Trachycephalus typhonius (Linnaeus, 1758)","ACCEPTED","LC",9.903485,-75.096799,"cdc,cdround"
"Chordata","Amphibia","Anura","Phyllomedusidae","Phyllomedusa","Phyllomedusa venusta","Phyllomedusa venusta Duellman & Trueb, 1967","ACCEPTED","LC",9.823024,-75.063239,"cdc,cdround"
"Chordata","Mammalia","Didelphimorphia","Didelphidae","Didelphis","Didelphis marsupialis","Didelphis marsupialis Linnaeus, 1758","ACCEPTED","LC",9.97413,-75.026168,"cdc,cdround"
"Chordata","Mammalia","Primates","Callitrichidae","Saguinus","Saguinus oedipus","Saguinus oedipus (Linnaeus, 1758)","ACCEPTED","CR",9.864959,-75.025189,"cdc,cdround"
"Chordata","Amphibia","Anura","Dendrobatidae","Colostethus","Colostethus inguinalis","Colostethus inguinalis (Cope, 1868)","ACCEPTED","LC",9.838271,-75.053797,"cdc,cdround"
"Chordata","Squamata",NA,"Dactyloidae","Anolis","Anolis vittigerus","Anolis vittigerus Cope, 1862","ACCEPTED","LC",9.867704,-75.118071,"cdc,cdround"
"Chordata","Squamata",NA,"Sphaerodactylidae","Gonatodes","Gonatodes albogularis","Gonatodes albogularis fuscus (Hallowell, 1855)","ACCEPTED",NA,9.835503,-75.103039,"cdc,cdround"
"Chordata","Squamata",NA,"Teiidae","Holcosus","Holcosus festivus","Holcosus festivus (Lichtenstein & Martens, 1856)","ACCEPTED","LC",9.800749,-75.112466,"cdc,cdround"
"Chordata","Aves","Passeriformes","Thraupidae","Sicalis","Sicalis flaveola","Sicalis flaveola (Linnaeus, 1766)","ACCEPTED","LC",8.996359,-73.9727,"cdc"
"Chordata","Aves","Passeriformes","Thamnophilidae","Thamnophilus","Thamnophilus atrinucha","Thamnophilus atrinucha Salvin & Godman, 1892","ACCEPTED","LC",9.942203,-75.10095,"cdc"
"Chordata","Aves","Falconiformes","Falconidae","Ibycter","Ibycter americanus","Ibycter americanus (Boddaert, 1783)","ACCEPTED","LC",9.942203,-75.10095,"cdc"
"Chordata","Aves","Accipitriformes","Accipitridae","Ictinia","Ictinia plumbea","Ictinia plumbea (Gmelin, 1788)","ACCEPTED","LC",9.942203,-75.10095,"cdc"
"Chordata","Aves","Coraciiformes","Momotidae","Momotus","Momotus subrufescens","Momotus subrufescens P.L.Sclater, 1853","ACCEPTED","LC",9.942203,-75.10095,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Myiobius","Myiobius atricaudus","Myiobius atricaudus Lawrence, 1863","ACCEPTED","LC",9.942203,-75.10095,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Poecilotriccus","Poecilotriccus sylvia","Poecilotriccus sylvia (Desmarest, 1806)","ACCEPTED","LC",9.942203,-75.10095,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Myiarchus","Myiarchus tuberculifer","Myiarchus tuberculifer (Orbigny & Lafresnaye, 1837)","ACCEPTED","LC",8.613559,-73.73608,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Contopus","Contopus cooperi","Contopus cooperi (Nuttall, 1831)","ACCEPTED","NT",8.613559,-73.73608,"cdc"
"Chordata","Aves","Passeriformes","Cotingidae","Pachyramphus","Pachyramphus rufus","Pachyramphus rufus (Boddaert, 1783)","ACCEPTED","LC",8.613559,-73.73608,"cdc"
"Chordata","Aves","Passeriformes","Icteridae","Icterus","Icterus chrysater","Icterus chrysater (Lesson, 1844)","ACCEPTED","LC",9.010167,-74.08134,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Myiodynastes","Myiodynastes luteiventris","Myiodynastes luteiventris P.L.Sclater, 1859","ACCEPTED","LC",9.010167,-74.08134,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Elaenia","Elaenia flavogaster","Elaenia flavogaster (Thunberg, 1822)","ACCEPTED","LC",9.010167,-74.08134,"cdc"
"Chordata","Aves","Passeriformes","Thraupidae","Sporophila","Sporophila funerea","Sporophila funerea (P.L.Sclater, 1860)","ACCEPTED","LC",9.010167,-74.08134,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Legatus","Legatus leucophaius","Legatus leucophaius (Vieillot, 1818)","ACCEPTED","LC",9.003059,-74.10531,"cdc"
"Chordata","Aves","Passeriformes","Polioptilidae","Polioptila","Polioptila plumbea","Polioptila plumbea bilineata (Bonaparte, 1850)","SYNONYM","NE",9.003059,-74.10531,"cdc"
"Chordata","Aves","Passeriformes","Thraupidae","Sporophila","Sporophila minuta","Sporophila minuta (Linnaeus, 1758)","ACCEPTED","LC",9.003059,-74.10531,"cdc"
"Chordata","Aves","Passeriformes","Thamnophilidae","Thamnophilus","Thamnophilus doliatus","Thamnophilus doliatus (Linnaeus, 1764)","ACCEPTED","LC",9.003059,-74.10531,"cdc"
"Chordata","Aves","Passeriformes","Thamnophilidae","Myrmeciza","Myrmeciza longipes","Myrmeciza longipes (Swainson, 1825)","ACCEPTED","LC",9.003059,-74.10531,"cdc"
"Chordata","Aves","Passeriformes","Thamnophilidae","Cercomacra","Cercomacra tyrannina","Cercomacra tyrannina (P.L.Sclater, 1855)","SYNONYM","LC",9.003059,-74.10531,"cdc"
"Chordata","Aves","Passeriformes","Parulidae","Setophaga","Setophaga ruticilla","Setophaga ruticilla (Linnaeus, 1758)","ACCEPTED","LC",9.003059,-74.10531,"cdc"
"Chordata","Aves","Passeriformes","Thamnophilidae","Cercomacra","Cercomacra nigricans","Cercomacra nigricans P.L.Sclater, 1858","ACCEPTED","LC",9.003059,-74.10531,"cdc"
"Chordata","Aves","Accipitriformes","Accipitridae","Spizaetus","Spizaetus tyrannus","Spizaetus tyrannus (Wied-Neuwied, 1820)","ACCEPTED","LC",9.003059,-74.10531,"cdc"
"Chordata","Aves","Passeriformes","Formicariidae","Formicarius","Formicarius analis","Formicarius analis (Orbigny & Lafresnaye, 1837)","ACCEPTED","LC",9.003059,-74.10531,"cdc"
"Chordata","Aves","Passeriformes","Furnariidae","Synallaxis","Synallaxis candei","Synallaxis candei Orbigny & Lafresnaye, 1838","ACCEPTED","LC",9.003059,-74.10531,"cdc"
"Chordata","Aves","Apodiformes","Trochilidae","Saucerottia","Saucerottia saucerottei","Saucerottia saucerottei (Delattre & Bourcier, 1846)","ACCEPTED","NE",9.003059,-74.10531,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Pyrocephalus","Pyrocephalus rubinus","Pyrocephalus rubinus (Boddaert, 1783)","ACCEPTED","LC",8.351493,-73.718506,"cdc"
"Chordata","Aves","Passeriformes","Tyrannidae","Sublegatus","Sublegatus arenarum","Sublegatus arenarum (Salvin, 1863)","ACCEPTED","LC",8.351493,-73.718506,"cdc"
"Chordata","Aves","Falconiformes","Falconidae","Falco","Falco columbarius","Falco columbarius Linnaeus, 1758","ACCEPTED","LC",8.351493,-73.718506,"cdc"
